日付,市場コード,市場名称,カテゴリーコード,カテゴリー名称,数量
2022/06/26,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,96710.4302
2022/06/26,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,188783.2523
2022/06/27,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,402648.1048
2022/06/27,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,87682.4741
2022/06/27,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,180654.8836
2022/06/28,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,378547.478
2022/06/28,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,120043.2013
2022/06/28,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,174953.1137
2022/06/29,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,334134.0318
2022/06/29,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,85289.878
2022/06/29,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,160408.162
2022/06/30,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,331875.1324
2022/06/30,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,85628.9559
2022/06/30,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,158291.2614
2022/07/01,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,385127.2388
2022/07/01,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,94481.76
2022/07/01,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,178369.9773
2022/07/02,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,402853.8963
2022/07/02,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,105350.1503
2022/07/02,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,203018.5935
2022/07/03,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,419090.6512
2022/07/03,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,96585.6267
2022/07/03,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,189123.4076
2022/07/04,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,434035.311
2022/07/04,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,91187.9884
2022/07/04,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,189856.8998
2022/07/05,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,337811.1048
2022/07/05,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,107732.0755
2022/07/05,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,154782.7211
2022/07/06,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,337093.3222
2022/07/06,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,85597.8746
2022/07/06,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,157362.8091
2022/07/07,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,333817.8603
2022/07/07,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,88584.1875
2022/07/07,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,158225.7734
2022/07/08,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,358701.725
2022/07/08,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,78246.6353
2022/07/08,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,175758.3348
2022/07/09,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,392051.7246
2022/07/09,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,102419.8831
2022/07/09,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,205224.4636
2022/07/10,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,399263.9964
2022/07/10,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,92621.5023
2022/07/10,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,194756.0228
2022/07/11,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,390598.3997
2022/07/11,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,86594.1779
2022/07/11,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,177689.848
2022/07/12,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,373541.3406
2022/07/12,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,116025.2019
2022/07/12,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,170743.7688
2022/07/13,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,329923.2011
2022/07/13,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,83889.922
2022/07/13,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,156756.4354
2022/07/14,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,336213.1659
2022/07/14,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,87575.549
2022/07/14,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,156742.1737
2022/07/15,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,399000.545
2022/07/15,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,97689.9015
2022/07/15,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,180839.6207
2022/07/16,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,384816.1187
2022/07/16,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,99302.5598
2022/07/16,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,201275.9239
2022/07/17,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,361108.5405
2022/07/17,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,91740.0087
2022/07/17,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,181830.0704
2022/07/18,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,401709.2304
2022/07/18,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,85556.4908
2022/07/18,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,189312.8876
2022/07/19,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,371743.1313
2022/07/19,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,114196.6561
2022/07/19,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,166305.2145
2022/07/20,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,348072.9943
2022/07/20,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,85750.8518
2022/07/20,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,162187.6085
2022/07/21,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,341350.6402
2022/07/21,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,89687.39
2022/07/21,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,165417.6723
2022/07/22,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,348766.2159
2022/07/22,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,86031.9215
2022/07/22,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,172069.3188
2022/07/23,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,406610.8577
2022/07/23,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,109558.1995
2022/07/23,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,203442.0696
2022/07/24,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,380174.2002
2022/07/24,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,90419.3415
2022/07/24,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,177013.0862
2022/07/25,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,438126.9744
2022/07/25,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,96092.6115
2022/07/25,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,201471.3352
2022/07/26,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,385879.9428
2022/07/26,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,117966.2672
2022/07/26,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,181061.9101
2022/07/27,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,338252.1764
2022/07/27,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,86765.9704
2022/07/27,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,166300.5164
2022/07/28,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,338360.8588
2022/07/28,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,89605.171
2022/07/28,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,165936.795
2022/07/29,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,372756.0801
2022/07/29,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,87513.9697
2022/07/29,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,181620.1015
2022/07/30,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,375562.3818
2022/07/30,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,103441.1706
2022/07/30,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,186041.9654
2022/07/31,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,401571.641
2022/07/31,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,92724.8964
2022/07/31,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,185380.127
