日付,市場コード,市場名称,カテゴリーコード,カテゴリー名称,数量
2021/08/26,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,156989.4039
2021/08/27,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,347291.9665
2021/08/27,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,82511.6774
2021/08/27,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,167769.3107
2021/08/28,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,386453.9255
2021/08/28,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,104126.6154
2021/08/28,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,195999.6565
2021/08/29,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,400072.7573
2021/08/29,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,100034.0458
2021/08/29,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,179406.5465
2021/08/30,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,390250.5646
2021/08/30,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,91991.3258
2021/08/30,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,179417.4711
2021/08/31,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,366026.986
2021/08/31,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,104924.8489
2021/08/31,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,171635.1683
2021/09/01,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,379971.0005
2021/09/01,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,89783.626
2021/09/01,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,164710.3317
2021/09/02,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,315140.9404
2021/09/02,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,79318.3321
2021/09/02,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,145848.4647
2021/09/03,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,339108.1027
2021/09/03,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,81974.2561
2021/09/03,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,160296.1278
2021/09/04,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,403192.833
2021/09/04,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,105680.0786
2021/09/04,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,198359.7178
2021/09/05,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,394679.2008
2021/09/05,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,97669.3352
2021/09/05,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,177648.736
2021/09/06,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,385947.0502
2021/09/06,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,92125.4744
2021/09/06,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,170031.541
2021/09/07,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,360635.1246
2021/09/07,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,106936.313
2021/09/07,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,159859.2919
2021/09/08,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,324448.8464
2021/09/08,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,79454.7312
2021/09/08,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,149674.1238
2021/09/09,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,313665.3643
2021/09/09,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,80838.281
2021/09/09,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,147478.8239
2021/09/10,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,359811.1766
2021/09/10,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,85534.0209
2021/09/10,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,164393.3994
2021/09/11,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,416979.9669
2021/09/11,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,115364.7417
2021/09/11,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,200687.047
2021/09/12,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,396111.1128
2021/09/12,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,93973.8627
2021/09/12,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,172085.7271
2021/09/13,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,394904.4801
2021/09/13,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,95583.7935
2021/09/13,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,166290.9428
2021/09/14,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,344206.2582
2021/09/14,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,100232.2346
2021/09/14,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,150570.3179
2021/09/15,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,427894.6794
2021/09/15,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,95213.4825
2021/09/15,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,187938.208
2021/09/16,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,364413.7401
2021/09/16,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,88357.5131
2021/09/16,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,169238.8265
2021/09/17,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,299954.44
2021/09/17,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,71636.9644
2021/09/17,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,146716.7006
2021/09/18,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,409267.8233
2021/09/18,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,105715.4094
2021/09/18,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,217271.8291
2021/09/19,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,371007.1473
2021/09/19,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,92626.2787
2021/09/19,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,194559.7234
2021/09/20,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,391038.0299
2021/09/20,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,94966.2915
2021/09/20,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,200358.2207
2021/09/21,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,376780.409
2021/09/21,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,112105.8108
2021/09/21,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,172971.421
2021/09/22,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,327403.9338
2021/09/22,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,80035.646
2021/09/22,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,157603.9959
2021/09/23,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,323133.6217
2021/09/23,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,83519.5369
2021/09/23,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,166704.249
2021/09/24,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,352640.2324
2021/09/24,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,87941.2886
2021/09/24,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,158126.6156
2021/09/25,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,398720.3174
2021/09/25,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,103422.4588
2021/09/25,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,188987.554
2021/09/26,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,377220.9162
2021/09/26,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,96511.4938
2021/09/26,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,172478.846
2021/09/27,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,390485.1226
2021/09/27,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,94979.9933
2021/09/27,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,165887.901
2021/09/28,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,350609.3182
2021/09/28,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,101756.502
2021/09/28,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,151746.0989
2021/09/29,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,320068.4415
2021/09/29,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,77364.2033
2021/09/29,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,143840.6769
2021/09/30,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,321233.8719
2021/09/30,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,81799.8117
2021/09/30,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,142637.8794
