日付,市場コード,市場名称,カテゴリーコード,カテゴリー名称,数量
2022/08/15,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,108065.6557
2022/08/15,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,207648.1047
2022/08/16,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,401696.854
2022/08/16,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,118862.2161
2022/08/16,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,179996.5464
2022/08/17,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,346548.9986
2022/08/17,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,89585.6758
2022/08/17,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,154936.2316
2022/08/18,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,361211.7662
2022/08/18,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,95411.7303
2022/08/18,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,165689.9308
2022/08/19,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,356638.4309
2022/08/19,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,89684.6798
2022/08/19,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,170933.736
2022/08/20,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,386395.4058
2022/08/20,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,108722.9749
2022/08/20,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,190564.1514
2022/08/21,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,394956.5982
2022/08/21,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,100029.2546
2022/08/21,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,175149.441
2022/08/22,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,408901.2135
2022/08/22,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,97970.324
2022/08/22,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,182536.6899
2022/08/23,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,388814.5758
2022/08/23,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,118140.5267
2022/08/23,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,174329.2993
2022/08/24,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,333302.6358
2022/08/24,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,88298.6464
2022/08/24,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,152680.5715
2022/08/25,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,372774.2603
2022/08/25,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,106773.6508
2022/08/25,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,167276.754
2022/08/26,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,354970.2866
2022/08/26,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,89472.1021
2022/08/26,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,164921.2881
2022/08/27,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,384925.8519
2022/08/27,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,115864.2768
2022/08/27,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,187866.1763
2022/08/28,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,394197.3421
2022/08/28,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,102529.2149
2022/08/28,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,174537.02
2022/08/29,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,410711.3926
2022/08/29,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,96305.2814
2022/08/29,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,179380.7974
2022/08/30,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,381908.6816
2022/08/30,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,32.4047
2022/08/30,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,168909.6911
2022/08/31,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,355466.1849
2022/08/31,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,10.3373
2022/08/31,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,158238.0158
2022/09/01,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,397924.6757
2022/09/01,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,40.1093
2022/09/01,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,160488.603
2022/09/02,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,390384.9362
2022/09/02,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,11.7033
2022/09/02,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,161170.148
2022/09/03,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,472548.1156
2022/09/03,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,40.897
2022/09/03,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,200838.5376
2022/09/04,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,440090.3031
2022/09/04,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,20.5268
2022/09/04,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,186566.883
2022/09/05,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,453798.4715
2022/09/05,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,102205.9952
2022/09/05,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,187020.3292
2022/09/06,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,297261.3802
2022/09/06,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,99646.2668
2022/09/06,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,135540.5285
2022/09/07,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,357664.4082
2022/09/07,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,103242.5401
2022/09/07,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,154635.2045
2022/09/08,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,332822.699
2022/09/08,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,96007.191
2022/09/08,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,147927.6795
2022/09/09,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,361362.8139
2022/09/09,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,93123.0417
2022/09/09,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,168090.2862
2022/09/10,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,397063.5628
2022/09/10,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,115397.6928
2022/09/10,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,200269.2862
2022/09/11,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,391074.7204
2022/09/11,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,103302.0217
2022/09/11,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,173887.9081
2022/09/12,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,396419.8405
2022/09/12,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,101032.4459
2022/09/12,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,168408.0227
2022/09/13,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,379459.7953
2022/09/13,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,126052.4845
2022/09/13,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,162375.965
2022/09/14,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,337687.0507
2022/09/14,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,94935.6819
2022/09/14,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,151554.4091
2022/09/15,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,437714.2032
2022/09/15,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,127647.936
2022/09/15,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,188644.1058
2022/09/16,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,473430.9705
2022/09/16,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,117432.8363
2022/09/16,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,201027.5858
2022/09/17,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,649136.27
2022/09/17,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,158107.6247
2022/09/17,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,278928.5651
2022/09/18,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,312972.2603
2022/09/18,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,58843.5349
2022/09/18,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,135814.6413
2022/09/19,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,253926.3485
2022/09/19,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,67776.6755
2022/09/19,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,141944.7355
2022/09/20,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,442565.9926
2022/09/20,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,144069.1946
2022/09/20,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,195181.023
2022/09/21,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,359588.0992
2022/09/21,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,95154.9851
2022/09/21,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,161764.8623
2022/09/22,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,374265.5482
2022/09/22,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,104132.3799
2022/09/22,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,172938.7488
2022/09/23,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,367392.791
2022/09/23,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,87449.0679
2022/09/23,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,190725.2903
2022/09/24,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,393264.4139
2022/09/24,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,113039.1065
2022/09/24,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,183720.9734
2022/09/25,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,419406.2383
2022/09/25,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,108038.255
2022/09/25,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,179776.3618
2022/09/26,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,417972.7273
2022/09/26,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,99305.4454
2022/09/26,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,165461.1102
2022/09/27,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,376798.7599
2022/09/27,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,130822.8996
2022/09/27,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,154352.0973
2022/09/28,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,353948.6062
2022/09/28,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,93322.3656
2022/09/28,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,148288.6076
2022/09/29,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,347724.4392
2022/09/29,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,98395.2458
2022/09/29,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,145948.9066
2022/09/30,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,368416.0796
2022/09/30,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,91095.5272
2022/09/30,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,153985.4248
