日付,市場コード,市場名称,カテゴリーコード,カテゴリー名称,数量
2021/12/20,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,162578.7407
2021/12/21,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,399497.5043
2021/12/21,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,94953.4697
2021/12/21,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,152575.4077
2021/12/22,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,362482.8563
2021/12/22,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,73820.1015
2021/12/22,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,146986.6481
2021/12/23,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,386035.4482
2021/12/23,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,78784.6346
2021/12/23,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,155068.3658
2021/12/24,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,397448.877
2021/12/24,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,84733.5363
2021/12/24,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,177194.9516
2021/12/25,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,515669.3168
2021/12/25,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,108723.7339
2021/12/25,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,183558.6596
2021/12/26,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,435249.2462
2021/12/26,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,87716.4399
2021/12/26,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,149439.0904
2021/12/27,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,537803.6807
2021/12/27,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,96839.2408
2021/12/27,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,173343.2574
2021/12/28,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,528330.3357
2021/12/28,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,107601.4995
2021/12/28,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,173874.2891
2021/12/29,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,595088.0238
2021/12/29,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,117550.848
2021/12/29,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,190037.422
2021/12/30,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,727031.0741
2021/12/30,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,157001.9491
2021/12/30,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,228646.12
2021/12/31,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,635696.6901
2021/12/31,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,132247.5598
2021/12/31,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,248456.9122
2022/01/01,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,200665.1641
2022/01/01,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,37717.548
2022/01/01,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,147137.996
2022/01/02,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,288318.1935
2022/01/02,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,72579.4078
2022/01/02,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,163305.1019
2022/01/03,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,346131.5535
2022/01/03,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,81026.8407
2022/01/03,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,160424.1204
2022/01/04,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,443404.5256
2022/01/04,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,108206.9378
2022/01/04,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,179627.8619
2022/01/05,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,390792.5484
2022/01/05,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,91747.1572
2022/01/05,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,150358.2386
2022/01/06,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,360924.3212
2022/01/06,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,94663.1281
2022/01/06,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,145681.9519
2022/01/07,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,358536.0262
2022/01/07,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,86318.6244
2022/01/07,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,151309.9453
2022/01/08,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,406483.7235
2022/01/08,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,104497.4662
2022/01/08,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,170275.4291
2022/01/09,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,386439.7891
2022/01/09,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,88011.7428
2022/01/09,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,158720.775
2022/01/10,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,412142.3707
2022/01/10,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,93650.1093
2022/01/10,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,166083.7503
2022/01/11,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,400232.2301
2022/01/11,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,104192.9788
2022/01/11,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,143772.5733
2022/01/12,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,361744.8108
2022/01/12,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,82242.6046
2022/01/12,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,137001.3879
2022/01/13,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,347686.5607
2022/01/13,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,80372.0324
2022/01/13,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,130810.6032
2022/01/14,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,359843.4451
2022/01/14,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,82104.2851
2022/01/14,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,146123.7448
2022/01/15,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,487653.0503
2022/01/15,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,116421.0663
2022/01/15,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,197641.4506
2022/01/16,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,403930.6275
2022/01/16,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,95370.7603
2022/01/16,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,165493.6394
2022/01/17,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,415224.3333
2022/01/17,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,95806.3137
2022/01/17,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,164330.3819
2022/01/18,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,385950.1544
2022/01/18,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,103286.5756
2022/01/18,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,156052.4183
2022/01/19,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,344686.8164
2022/01/19,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,77916.6525
2022/01/19,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,143544.8019
2022/01/20,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,349769.8895
2022/01/20,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,82197.9117
2022/01/20,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,143853.669
2022/01/21,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,366444.6195
2022/01/21,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,86967.0132
2022/01/21,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,157966.7051
2022/01/22,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,443606.7943
2022/01/22,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,112803.0571
2022/01/22,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,193524.175
2022/01/23,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,372649.0907
2022/01/23,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,89069.0607
2022/01/23,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,158326.879
2022/01/24,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,426045.9109
2022/01/24,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,98173.8453
2022/01/24,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,174023.4709
2022/01/25,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,446043.8887
2022/01/25,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,115022.3697
2022/01/25,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,177580.8316
2022/01/26,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,345952.6904
2022/01/26,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,78336.8353
2022/01/26,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,148835.4316
2022/01/27,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,353678.1088
2022/01/27,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,80657.6481
2022/01/27,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,151766.3553
2022/01/28,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,362253.3893
2022/01/28,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,83029.3981
2022/01/28,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,159936.1557
2022/01/29,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,433973.9561
2022/01/29,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,109711.0742
2022/01/29,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,191854.9518
2022/01/30,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,405036.8519
2022/01/30,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,95547.5445
2022/01/30,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,171465.2024
