日付,市場コード,市場名称,カテゴリーコード,カテゴリー名称,数量
2022/05/10,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,388227.5898
2022/05/10,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,307.395
2022/05/10,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,163241.1552
2022/05/11,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,331869.04
2022/05/11,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,310.6841
2022/05/11,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,145813.4758
2022/05/12,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,319610.0842
2022/05/12,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,308.765
2022/05/12,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,144004.7404
2022/05/13,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,317450.9465
2022/05/13,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,401.5305
2022/05/13,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,142961.0433
2022/05/14,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,406379.277
2022/05/14,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,594.133
2022/05/14,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,199977.7687
2022/05/15,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,449612.7242
2022/05/15,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,559.5888
2022/05/15,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,192008.379
2022/05/16,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,393890.8549
2022/05/16,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,762.2318
2022/05/16,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,170962.3873
2022/05/17,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,376502.2525
2022/05/17,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,360.9757
2022/05/17,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,168478.7684
2022/05/18,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,325961.9979
2022/05/18,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,352.995
2022/05/18,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,150143.1447
2022/05/19,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,326662.9163
2022/05/19,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,438.0586
2022/05/19,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,152639.3683
2022/05/20,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,339991.1362
2022/05/20,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,516.6588
2022/05/20,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,154415.9224
2022/05/21,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,391078.5026
2022/05/21,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,626.6186
2022/05/21,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,192104.6976
2022/05/22,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,381338.7695
2022/05/22,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,766.5071
2022/05/22,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,176455.4422
2022/05/23,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,398113.5998
2022/05/23,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,846.2708
2022/05/23,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,174548.6512
2022/05/24,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,372268.5435
2022/05/24,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,451.2852
2022/05/24,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,169648.5784
2022/05/25,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,355507.6771
2022/05/25,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,434.6919
2022/05/25,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,161522.7483
2022/05/26,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,316422.2218
2022/05/26,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,447.6746
2022/05/26,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,147273.3418
2022/05/27,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,374215.265
2022/05/27,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,491.178
2022/05/27,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,174464.315
2022/05/28,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,381771.4878
2022/05/28,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,556.8919
2022/05/28,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,189772.8927
2022/05/29,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,398414.7228
2022/05/29,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,508.194
2022/05/29,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,179505.5013
2022/05/30,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,380805.6603
2022/05/30,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,830.0541
2022/05/30,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,164418.7282
2022/05/31,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,383890.3753
2022/05/31,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,494.2154
2022/05/31,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,167843.5975
