日付,市場コード,市場名称,カテゴリーコード,カテゴリー名称,数量
2022/10/8,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,191461.3129
2022/10/9,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,388871.7648
2022/10/9,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,97904.9342
2022/10/9,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,173342.8766
2022/10/10,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,426548.0813
2022/10/10,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,100595.3406
2022/10/10,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,182529.3244
2022/10/11,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,418602.1172
2022/10/11,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,139627.6378
2022/10/11,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,162496.9734
2022/10/12,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,344782.681
2022/10/12,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,92609.2169
2022/10/12,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,141921.7582
2022/10/13,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,341481.9834
2022/10/13,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,100775.949
2022/10/13,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,145733.89
2022/10/14,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,378487.2795
2022/10/14,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,104591.741
2022/10/14,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,167669.0265
2022/10/15,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,472256.3972
2022/10/15,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,138976.4216
2022/10/15,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,209325.9677
2022/10/16,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,397081.0154
2022/10/16,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,105050.927
2022/10/16,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,171541.7003
2022/10/17,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,411183.602
2022/10/17,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,97741.6086
2022/10/17,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,164271.3343
2022/10/18,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,409509.4796
2022/10/18,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,131661.7262
2022/10/18,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,162088.0215
2022/10/19,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,350032.8195
2022/10/19,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,91368.1198
2022/10/19,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,143881.4026
2022/10/20,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,374142.036
2022/10/20,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,98738.0531
2022/10/20,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,151912.1855
2022/10/21,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,361240.166
2022/10/21,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,93057.8049
2022/10/21,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,153876.0386
2022/10/22,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,411112.1963
2022/10/22,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,112217.4582
2022/10/22,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,188297.1533
2022/10/23,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,405042.8878
2022/10/23,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,102527.6023
2022/10/23,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,174722.0784
2022/10/24,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,412376.5457
2022/10/24,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,96931.2915
2022/10/24,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,164157.6021
2022/10/25,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,434110.9707
2022/10/25,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,138837.0571
2022/10/25,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,170784.4432
2022/10/26,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,353600.2895
2022/10/26,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,91184.5508
2022/10/26,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,146865.9316
2022/10/27,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,353596.5902
2022/10/27,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,94886.0751
2022/10/27,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,148643.5012
2022/10/28,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,353530.9902
2022/10/28,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,92082.2185
2022/10/28,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,155665.57
2022/10/29,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,396004.6106
2022/10/29,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,112603.2919
2022/10/29,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,186593.345
2022/10/30,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,401755.8078
2022/10/30,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,99088.8413
2022/10/30,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,175125.1774
2022/10/31,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,417497.3527
2022/10/31,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,93908.4898
2022/10/31,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,170776.0265
2022/11/1,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,449095.4464
2022/11/1,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,145729.8783
2022/11/1,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,167863.3925
2022/11/2,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,347381.4252
2022/11/2,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,83791.6143
2022/11/2,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,142841.7838
2022/11/3,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,370056.6131
2022/11/3,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,96806.4761
2022/11/3,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,164936.3178
2022/11/4,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,390456.8478
2022/11/4,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,89208.9937
2022/11/4,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,155400.5494
2022/11/5,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,420941.8454
2022/11/5,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,109769.8474
2022/11/5,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,178801.7287
2022/11/6,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,414644.4817
2022/11/6,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,98830.8936
2022/11/6,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,165119.6998
2022/11/7,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,414105.8702
2022/11/7,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,96738.4033
2022/11/7,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,160380.1625
2022/11/8,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,403037.7692
2022/11/8,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,129266.6927
2022/11/8,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,154277.4731
2022/11/9,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,349817.2348
2022/11/9,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,88106.5151
2022/11/9,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,139452.4251
2022/11/10,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,352629.8819
2022/11/10,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,95418.3874
2022/11/10,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,146904.159
2022/11/11,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,348032.2888
2022/11/11,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,87940.7735
2022/11/11,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,160773.7034
2022/11/12,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,409541.1059
2022/11/12,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,110811.6505
2022/11/12,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,184706.3598
2022/11/13,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,396290.4777
2022/11/13,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,101206.6076
2022/11/13,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,166128.4117
2022/11/14,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,405915.7884
2022/11/14,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,92586.9685
2022/11/14,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,162291.6276
2022/11/15,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,474341.7924
2022/11/15,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,144459.2496
2022/11/15,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,175775.7609
2022/11/16,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,339295.1126
2022/11/16,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,84206.8278
2022/11/16,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,137242.825
2022/11/17,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,342406.1287
2022/11/17,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,90105.4465
2022/11/17,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,134181.604
2022/11/18,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,351760.688
2022/11/18,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,84728.8271
2022/11/18,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,146662.9814
2022/11/19,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,397569.3042
2022/11/19,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,105543.428
2022/11/19,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,172634.9925
2022/11/20,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,390627.8991
2022/11/20,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,99982.5405
2022/11/20,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,161513.996
2022/11/21,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,400916.0583
2022/11/21,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,91710.2042
2022/11/21,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,160649.5699
2022/11/22,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,392217.7208
2022/11/22,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,121555.2064
2022/11/22,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,160323.4315
2022/11/23,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,343647.7354
2022/11/23,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,80072.2099
2022/11/23,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,154054.3227
2022/11/24,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,353484.6636
2022/11/24,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,99340.6207
2022/11/24,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,143916.2318
