日付,市場コード,市場名称,カテゴリーコード,カテゴリー名称,数量
2021/11/06,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,392732.8348
2021/11/06,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,99338.0186
2021/11/06,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,171728.1951
2021/11/07,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,388923.3169
2021/11/07,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,95668.6156
2021/11/07,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,165095.9908
2021/11/08,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,373378.8198
2021/11/08,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,86363.3684
2021/11/08,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,149469.6065
2021/11/09,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,371809.908
2021/11/09,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,104229.599
2021/11/09,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,147422.422
2021/11/10,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,338277.8517
2021/11/10,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,80522.7768
2021/11/10,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,135912.387
2021/11/11,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,341895.3672
2021/11/11,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,84670.8283
2021/11/11,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,143494.1534
2021/11/12,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,343533.2954
2021/11/12,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,84330.7108
2021/11/12,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,144831.701
2021/11/13,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,391135.7206
2021/11/13,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,104074.129
2021/11/13,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,175544.2988
2021/11/14,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,378613.6523
2021/11/14,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,94505.6813
2021/11/14,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,158822.1335
2021/11/15,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,471041.8964
2021/11/15,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,106654.3939
2021/11/15,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,179756.5643
2021/11/16,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,358153.1436
2021/11/16,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,101504.4237
2021/11/16,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,144488.5949
2021/11/17,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,327399.9119
2021/11/17,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,77071.286
2021/11/17,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,136495.5059
2021/11/18,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,368246.5712
2021/11/18,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,82010.2105
2021/11/18,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,158348.9032
2021/11/19,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,333013.1577
2021/11/19,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,79083.0572
2021/11/19,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,142452.8583
2021/11/20,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,382286.8729
2021/11/20,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,98327.4884
2021/11/20,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,169825.4943
2021/11/21,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,381557.3808
2021/11/21,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,96250.5158
2021/11/21,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,158512.6325
2021/11/22,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,392513.8981
2021/11/22,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,91995.5037
2021/11/22,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,156639.7248
2021/11/23,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,379541.8367
2021/11/23,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,103905.7919
2021/11/23,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,160073.9495
2021/11/24,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,342370.8805
2021/11/24,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,81082.5115
2021/11/24,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,134504.2412
2021/11/25,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,374968.3748
2021/11/25,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,85199.4177
2021/11/25,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,150317.1199
2021/11/26,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,341971.3451
2021/11/26,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,76338.9863
2021/11/26,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,142293.0365
2021/11/27,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,381890.3417
2021/11/27,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,97390.8799
2021/11/27,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,169389.374
2021/11/28,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,392604.2281
2021/11/28,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,97388.1522
2021/11/28,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,159120.3328
2021/11/29,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,403746.752
2021/11/29,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,94199.1354
2021/11/29,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,156757.6729
2021/11/30,1008--009,RDS06 スーパー 08 九州,1-1--,加工食品,334963.4474
2021/11/30,1008--009,RDS06 スーパー 08 九州,1-2--,生鮮食品,91704.5266
2021/11/30,1008--009,RDS06 スーパー 08 九州,1-3--,菓子類,137787.5138
